Article;Sous fam.;ref. four.;Gencod;Frais;Qte cde fou;Qte stock;Cpt ac;Cpt ve M;Cpt ve C;Cpt ve OM;Cpt ve E;Cpt ve CEE;Commentaire;id;sup
REACTEUR UV 2X75W EP - PEHD;60162;;1234560066032;81,000;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;ARMOIRE 380X380 BALLAST ELECTRO;;
MODULE DESINFECTION INOX 2X75;60192;;1234560070367;;;;60101100;70102000;70192200;70192100;70192100;70192200;CODE PLAN  : 20000100;;
MODULE DESINFECTION INOX 2X75 VENTILATEUR;60192;;1234560057016;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;FLASQUE + BRIDE DN 100 + PATTE;;
REACTEUR UV 2X75W 4PSE SEMI INDUS;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;reacteur uv en PEHD armoire en polyester, ballast electronique;;
MODULE TRAITEMENT AIR 2X95W + GAINES;60192;;;48,000;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR CORELEC SANS ARMOIRE MAIS AVEC BALLASTS;;
REACTEUR UV 3X120W D:220;60161;;;;;-2,00;60101100;70102000;70192200;70192100;70192100;70192200;flasque + bride DN 100 + patte;;
REACTEUR UV 3X120W PEHD;60162;;;282,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 3X120W D:220 SS COFFRET;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;ARMOIRE ACIER+NETTOYAGE AUTO+TOUTES OP¨TIONS;;
REACTEUR UV 3X200W D:220;60161;;1234560003464;328,000;;;60101100;70102000;70192200;70192100;70192100;70192200;stérilisateur en PEHD armoire en polyester, ballast electronique;;
REACTEUR UV 3X200W GAMME ECI;60203;;;373,000;;;60101100;70102000;70192200;70192100;70192100;70192200;bride inox DN 65, SANS FLASQUE DEMONTABLE,SANS COFFRET MAIS AVEC LES PIECES ELECTRIQUES 3 VOYANTS VERTS, 3 RO;;
REACTEUR UV 3X200W NETT AUTO;60161;;;555,000;7185,36;;60101100;70102000;70192200;70192100;70192100;70192200;3 LAMPES 300W LONG LIFE;;
REACTEUR UV 3X200W PE;60162;;;287,000;;-2,00;60101100;70102000;70192200;70192100;70192100;70192200;3 LAMPES 300W LONG LIFE CORPS ACS;;
REACTEUR UV 3X200W SS COF.;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;3 LAMPES 300W LONG LIFE CORPS ACS;;
REACTEUR UV 3X300W;60161;;1234560003587;340,000;;;60101100;70102000;70192200;70192100;70192100;70192200;3 LAMPES 300W LONG LIFE CORPS ACS;;
REACTEUR UV 3X300W ACS;60202;;;414,000;;-4,00;60101100;70102000;70192200;70192100;70192100;70192200;stérilisateur en PEHD armoire en polyester, ballast electronique CORPS CPO en L sur mesure armoire polyester simple DN 200 PLAN;;
REACTEUR UV 3X300W ACS NETTOYAGE AUTO;60202;;;1,000;2,35;;60101100;70102000;70192200;70192100;70192100;70192200;ARMOIRE POLYESTER+NETTOYAGE AUTO+TOUTES OP¨TIONS;;
REACTEUR UV 3X300W GAMME ECI;60203;;;414,000;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR CORELEC AVEC NETTOYAGE MANU SANS ARMOIRE MAIS AVEC BALLASTS+LAMPES;;
REACTEUR UV 3X300W PEHD FORME L;60162;;;345,000;;;60101100;70102000;70192200;70192100;70192100;70192200;stérilisateur en PEHD armoire en polyester, ballast electronique CORPS CPO;;
REACTEUR UV 3X300W AR POLY + NET AUTO;60161;;;;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 3X300W NM SS COFFRET;60161;;;333,000;;;60101100;70102000;70192200;70192100;70192100;70192200;AVEC COMPTEUR 1 ''1/4;;
REACTEUR UV 3X300W PEHD;60162;;;323,000;;-2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
KIT ELEVAGE UV+CHLORE  1-3M3/H - AP55E;60158;;1234560033263;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
KIT ELEVAGE UV+CHLORE  1-6M3/H - AP75E;60158;;1234560033256;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;LAMPES 75W MONTEES;;
REACTEUR UV 3X55W ELECTRO CAPTEUR;60158;;1234560034338;;;;60101100;70102000;70192200;70192100;70192100;70192200;CORPS PE CPO + COFFRET POLYCARBONATE  AVEC BALLAST ELECTRO + UVCAPI + DN65;;
REACTEUR UV 3X75W 4PSE ELECTRO PHOTO;60158;;1234560034345;;;6,00;60101100;70102000;70192200;70192100;70192100;70192200;"ARMOIRE 380X380; BALLAST ELECTRONIQUE";;
REACTEUR UV 3X75W 4PSE ELEC PHOTO NL4FX;60158;;1234560056965;;;3,00;60101100;70102000;70192200;70192100;70192100;70192200;CODE PLAN  : 20000461;;
REACTEUR UV 3X75W EP - PEHD-DN65;60162;;1234560050987;143,000;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 3X75W 4PSE SEMI INDUS;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
MODULE TRAITEMENT SURFACE 3X95W X 2;60192;;;400,000;;;60101100;70102000;70192200;70192100;70192100;70192200;flasque + bride DN 125 + patte;;
REACTEUR UV 4X120W CD300NA;60161;;1234560057146;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 4X120W PEHD;60162;;;202,000;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR STE IRIS ECHALIER;;
REACTEUR UV 4X200W D:220;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;flasque + bride DN 200 + patte;;
REACTEUR UV 4X200W PEHD DN100;60162;;;303,000;;;60101100;70102000;70192200;70192100;70192100;70192200;4 LAMPES 300W LONG LIFE CORPS ACS;;
REACTEUR UV 4X200W PR  TRAITEMENT SURFACE;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;4 LAMPES 300W LONG LIFE CORPS ACS;;
REACTEUR UV 4X300W D:220;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;STANDARD INDUS DN80 - CAPTEUR ONORM SONDE DE T;;
REACTEUR UV 4X300W DD300 ACS;60202;;;485,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 4X300W DD300 GAMME ECI;60203;;;485,000;;;60101100;70102000;70192200;70192100;70192100;70192200;TRAITEMENT SURFACE MOBILE 4X300W;;
REACTEUR UV 4X300W D:220 NETT  AUTO;60161;;;580,000;;-2,00;60101100;70102000;70192200;70192100;70192100;70192200;culligan;;
REACTEUR UV 4X300W PEHD DN100;60162;;;383,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
MODULE TRAITEMENT  AIR/SURFACE TOTEM 4X300W;60192;;;250,000;;;60101100;70102000;70192200;70192100;70192100;70192200;TRAITEMENT SURFACE MOBILE 4X120W;;
REACTEUR UV 4X300W D:220 SANS ARMOIRE;60161;;;283,000;;;60101100;70102000;70192200;70192100;70192100;70192200;16 LAMPES 300W LONG LIFE;;
REACTEUR UV 4X600W D:220 NETT  AUTO;60161;;;830,000;;-6,00;60101100;70102000;70192200;70192100;70192100;70192200;16 LAMPES 300W LONG LIFE;;
TOTEM 4X120W TRAITEMENT  AIR/SURFACE;60192;;1234560073634;125,000;;;60101100;70102000;70192200;70192100;70192100;70192200;16 LAMPES 300W LONG LIFE;;
REACTEUR UV 16X300W  NETT AUTO;60161;;1234560057160;161,600;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;POUR PIERRE GUERIN NESTLE PURINA  MARCONNELLE;;
REACTEUR UV 16X300W  NETT AUTO ACS;60202;;;1757,400;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 16X300W  NETT AUTO GAMME ECI;60203;;;1757,400;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;"ARMOIRE 400X 38600; BALLAST ELECTRONIQUE BEASUN 4";;
MODULE TRAITEMENT AIR 4X40W;60192;;;;;-2,00;60101100;70102000;70192200;70192100;70192100;70192200;16 LAMPES 900W LONG LIFE LIGHT TECH;;
REACTEUR UV 4X55W;60158;;1234560003594;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;16 LAMPES 600W LONG LIFE LIGHT TECH LP600LL;;
REACTEUR UV 4X55W SEMI INDUSTRIEL;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;TRAITEMENT SURFACE MOBILE 4X75W;;
REACTEUR UV 16X600W  NETT AUTO CANAL;60160;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;stérilisateur en PEHD, armoire en polycarbonate, ballast electronique;;
REACTEUR UV 16X600W  NETT AUTO;60161;;;1959,400;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
TOTEM 4X75W TRAITEMENT  AIR/SURFACE;60192;;1234560071449;125,000;;-4,00;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR;;
REACTEUR UV 4X75W PEHD SI;60162;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 5X200W;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;corps vendu pour corelec;;
REACTEUR UV 5X200W + NETT AUTO;60161;;;636,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 5X200W PEHD;60162;;;303,000;;;60101100;70102000;70192200;70192100;70192100;70192200;sterilisateur sans armoire electrique mais avec les composants;;
REACTEUR UV 5X200W SS COF;60161;;;303,000;;;60101100;70102000;70192200;70192100;70192100;70192200;ZCON + ARMOIRE POLYESTER;;
REACTEUR UV 5X300W;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;CORPS CPO;;
REACTEUR UV 5X300W  COMPACT  SS COF;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 5X300W + NETTOYAGE;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 5X300W  PEHD;60162;;;419,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV EAUX USEES 25L;6001;;1234560003686;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 6X200W D:304;60161;;;475,000;;;60101100;70102000;70192200;70192100;70192100;70192200;2X6 LAMPES LP 200W 160000H;;
REACTEUR UV 6X200 W + NETTOYAGE;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 6X200W PEHD;60162;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;LAMPES 300W COURTES TYPE DECHLO200L300;;
MODULE DESINFECTION AIR 2X6X200W;60192;;;510,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 6X300W D:304;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 6X300W COMPACT D:304;60161;;;535,000;;;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR UV + SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE;;
REACTEUR UV 6X300 W + NETTOYAGE;60161;;;798,000;;-1,00;60101100;70102000;70192200;70192100;70192200;70192200;CAPTEUR UV + SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE;;
REACTEUR UV 6X300W D:300 PEHD;60162;;;455,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 6X600W CANAL NETT AUTO+C+T;60160;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;8 LAMPES 300W LONG LIFE;;
REACTEUR UV 6X600W NETT AUTO+C+T;60161;;;1061,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;prix de revient a faire;;
REACTEUR UV 8X300W  D:300;60161;;;879,000;;;60101100;70102000;70192200;70192100;70192100;70192200;8 LAMPES 300W LONG LIFE;;
REACTEUR UV 8X300W  ACS;60202;;;828,000;;;60101100;70102000;70192200;70192100;70192100;70192200;8 LAMPES 300W LONG LIFE;;
REACTEUR UV 8X300W CANAL INCLINE NET  AUTO;60160;;;1300,000;;;60101100;70102000;70192200;70192100;70192100;70192200;8 LAMPES 300W LONG LIFE;;
REACTEUR UV 8X300W  GAMME ECI;60203;;;828,000;;;60101100;70102000;70192200;70192100;70192100;70192200;8 LAMPES 300W LONG LIFE;;
REACTEUR UV 8X300W NETT AUTO;60161;;;1061,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;LAMPES LONGUES SANS COFFRET AVEC CABLE, BALLAST ET CAPTEUR UV corps inox gaine et lampe PURGE INOX;;
REACTEUR UV 8X300W NETT AUTO ACS;60202;;;1077,000;;;60101100;70102000;70192200;70192100;70192100;70192200;CORPS PEHD +ARMOIRE POLYESTER ZCON;;
REACTEUR UV 8X300W NETT AUTO GAMME ECI;60203;;;1077,000;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR CORELEC;;
REACTEUR UV 8X300W EN L  SS COFFRET;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;prix de revient a faire;;
REACTEUR UV 8X300W PEHD;60162;;;707,000;;;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR UV + SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE;;
REACTEUR UV 8X300W SS COF;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR UV + SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE;;
REACTEUR UV 8X600W CANAL INCLINE NET  AUTO;60160;;;1600,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;+ CAPTEUR + SONDE T + PURGE AIR + ARMOIRE POLYESTER;;
REACTEUR UV 8X600W NETT AUTO+C+T;60161;;;;;-3,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 8X600W CANAL NETT AUTO+C+T;60160;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;10 LAMPES 300W LONG LIFE;;
REACTEUR UV 8X600W PEHD;60162;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;ZCOM+ SONDE DE TEMPERATURE;;
REACTEUR UV 9X300W PEHD;60162;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;10 LAMPES 300W LONG LIFE;;
REACTEUR UV 10X300W D:300;60161;;;939,000;;;60101100;70102000;70192200;70192100;70192100;70192200;DEVIS N° 058255 + 058256 + 058257;;
REACTEUR UV 10X300W D:300 +C+T;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR UV + SONDE TEMPERATURE;;
REACTEUR UV 10X300W D:300 NET AUTO;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;prix de revient a faire;;
REACTEUR UV 10X300W PEHD;60162;;;858,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR UV + SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE;;
REACTEUR UV 10X600W C+T;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;10 LAMPES LP 75W 4PSE + T;;
REACTEUR UV 10X600W CANAL INCLINE NET ACIDE;60160;;;1800,000;;;60101100;70102000;70192200;70192100;70192100;70192200;12 LAMPES 300W LONG LIFE;;
REACTEUR UV 10X600W NET AUTO+C+T;60161;;;1300,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
MODULE DESINFECTION AIR 10X75W;60192;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR UV + SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE + ARMOIRE ACIER;;
REACTEUR UV 12X300W NETT AUTO;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE + ARMOIRE ACIER;;
REACTEUR UV 12X300W PEHD;60162;;;981,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 12X600W NETT AUTO+C+T;60161;;;;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;ojisp003 - 220 tarif  449.50;;
REACTEUR UV 12X600W NET AUTO+C+T ACS;60202;;1234560057023;1686,700;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 12X600W NET AUTO+C+T GAMME ECI;60203;;;1686,700;;;60101100;70102000;70192200;70192100;70192100;70192200;AVEC DEBIMETRE ET ALIM EN 230V;;
GERMILED3  PREMIUM 3L/MIN  12V;60164;OJISP003 - 12;1234560073849;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
GERMIULED4  PREMIUM  4 L/MIN 220V;60164;OJISE004-220;1234560073832;;10,00;;60101100;70102000;70192200;70192100;70192100;70192200;;;
GERMILED8   PREMIUM  8 L/MIN 220V;60164;OJISE008-220;1234560073856;;10,00;;60101100;70102000;70192200;70192100;70192100;70192200;BOITIER DE DECONTAMINATION POUR PAPIER A4  4 LAMPES 20 WATTS;;
GERMILED - ALIMENTATION 12 V;60164;OJIALIM012;1234560073863;;3,00;;60101100;70102000;70192200;70192100;70192100;70192200;14 LAMPES 300W LONG LIFE;;
GERMILED - ALIMENTATION  24 V;60164;OJIALIM024;1234560073870;;3,00;;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR UV + SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE;;
MODULE DE DECONTAMINATION  PAPIER;60192;;;86,000;;;60101100;70102000;70192200;70192100;70192100;70192200;EMBALLAGE CARTON DIM : 42X42X113 CM POIDS 26 KG;;
REACTEUR UV 14X300W  NETT AUTO;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;caisse bois;;
REACTEUR UV 14X600W CANAL  NETT AUTO+C+T;60160;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR UV + SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE;;
PURIFICATEUR D'AIR R75;60192;;1234560003471;;;64,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GERMIRCLEAN 600-1100 M3/H;60192;;1234560073603;640,000;;-28,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 18X600W NET AUTO+C+T;60161;;;;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
SKID REUTILISATION EAU 25M3 H 3 LAMPES;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;GERMISERRE10 SANS FILTRE;;
SKID REUTILISATION EAU 5M3 H 3 LAMPES 120W;60161;;1234560057030;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
SKID DESINFECTION EAU IRRIGATION 20XAD300;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;VERIFIER PRIX DE REVIENT;;
SKID DESINFECTION  20XAD300 SS FILTRE;60161;;;2670,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;SANS FILTRATION;;
SKID DESINFECTION EAU IRRIGATION 24XAD300;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
SKID DESINFECTION EAU IRRIGATION 24XAD300 SS FILTRE;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
SKID DESINFECTION EAU IRRIGATION 16XAD600;60161;;;3300,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
SKID DESINFECTION EAU IRRIGATION 8XAD300;60161;;;1768,000;;;60101100;70102000;70192200;70192100;70192100;70192200;DEVIS N° 056841 PRIX MODIFIE LE 15/01/2020;;
SKID DESINFECTION EAU IRRIGATION 12XAD300;60161;;;2150,000;;;60101100;70102000;70192200;70192100;70192100;70192200;PRIX A VERIFIER;;
SKID DESINFECTION EAU IRRIGATION 36XAD600;60161;;1234560063475;6230,000;;;60101100;70102000;70192200;70192100;70192100;70192200;GERMIBD300NA + CHASSIS + NETTOYAGE CHIMIQUE;;
SKID DESINFECTION EAU IRRIGATION 16XAD300;60161;;;2950,000;;-2,00;60101100;70102000;70192200;70192100;70192100;70192200;GERMICD300NA + CHASSIS + NETTOYAGE CHIMIQUE;;
SKID DESINFECTION EAU IRRIGATION 16XAD300 SS FILTRE;60161;;;2900,000;;;60101100;70102000;70192200;70192100;70192100;70192200;GERMIDD300NA + CHASSIS + NETTOYAGE CHIMIQUE;;
SKID GERMIBD300NA + NET CHIMIQUE;60161;;;800,000;;;60101100;70102000;70192200;70192100;70192100;70192200;20 LAMPES LP 120W 160000H;;
SKID GERMICD300NA + NET CHIMIQUE;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;ZCON+C+SONDE T ARMOIRE ACIER + RACK NETTOYAGE AUTO + FOND BOMBE;;
SKID GERMIDD300NA + NET CHIMIQUE;60161;;;900,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
MODULE DESINFECTION AIR 20X120W;60192;;1234560058358;600,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 20X600 W NETT AUTO;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;ballast beasun electronique 50/60 hz;;
REACTEUR UV 25W  ELECTRO + FILTRE;60163;;1234560047390;;;3,00;60101100;70102000;70192200;70192100;70192100;70192200;TARIF MIS A JOUR LE 10/03/20 DEVIS N° 060087;;
REACTEUR UV 11W  ELECTRO + FILTRE;60163;;1234560048557;;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR UV + SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE;;
GERMIUVLIGHT 1X25W 2M3/H CIN ELECTRO 50/60HZ;60163;;1234560034352;;;4,00;60101100;70102000;70192200;70192100;70192100;70192200;CAPTEUR UV ONORM + SONDE TEMPERATURE+ NETTOYAGE AUTOMATIQUE;;
DECHLORATEUR MP 4X3 KW;60161;;;890,000;;;60101100;70102000;70192200;70192100;70192100;70192200;REMPLACEMENT LAMPE BIO UV SUR UV30/UV40;;
REACTEUR UV 22X600W NET AUTO+C+T;60161;;;;;-2,00;60101100;70102000;70192200;70192100;70192100;70192200;REMPLACEMENT LAMPE BIO UV SUR UV20/170/250;;
REACTEUR UV 26X600W NET AUTO+C+T;60161;;;3000,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
LAMPE 105W HO - TYPE GHO1100T5L4 - 4PSE - 9000H;6022;;1234560004898;;;8,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
LAMPE 55W  4PSE - 9000H;6022;;1234560005277;;10,00;2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"COUDE PVC MIXTE 50 X 1"" 1/2";6021;GIFV50;1234560044870;;;9,00;60101100;70102000;70192200;70192100;70192100;70192200;1 LAMPE 300W OZONE - 15000699 + 2 LPS 300W REF : 14000127;;
GLISSIERE 30X30 LG 450;60106;;;;;;60400000;70102000;70192200;70192100;70192100;70192200;DN400;;
GENERATEUR OZONE UV 3X200W D:220;6103;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR REACTEUR BIO UV;;
GENERATEUR OZONE UV 3X300W D:220;60161;;;450,000;;;60101100;70102000;70192200;70192100;70192100;70192200;PAR 240 PRIX UNITAIRE DE 9.5 EUROS;;
GENERATEUR OZONE UV 16X300W D:500;6103;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR REACTEUR WEDECO KATADINE;;
LAMPE TYPE BIO UV 4PINS L=1017MM;6022;GPH1017T5/HO/4;1234560045662;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
LAMPE 24W 4PSE - 9000H;6022;;1234560057429;;110,00;-3,00;60101100;70102000;70192200;70192100;70192100;70192200;11/12/19: Mise à jour tarif;;
LAMPE 95W - 4PSE - 9000H;6022;;1234560045679;;;13,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
LAMPE 127W 4 PSE;6013;GPHVA843T6L/4;1234560005284;;;6,00;60101100;70102000;70192200;70192100;70192100;70192200;+ ECO CONTRIBUTION DE 0.20 CTS;;
LAMPE 120W GEN.OZONE 185NM 16000H;6013;EST213192012AM;1234560005017;;;3,00;60101100;70102000;70192200;70192100;70192100;70192200;+ ECO CONTRIBUTION DE 0.2 CTS;;
POMPE GAMMA L 0.59 L/H 16 BAR PTFE PR CHLORE;60164;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;GERMI ULTRA 1000 60 HZ + ECO CONTRIBUTION DE 0.25 CTS;;
REACTEUR UV LIGHT CINTROP 60 HZ;60163;;37005460034555;0,200;;;60101100;70102000;70192200;70192100;70192100;70192200;+ ECO CONTRIBUTION DE 0.15 CTS;;
REACTEUR UV 25W  ELECTRO + FILTRE;60163;CODE JETLY : 498005;37005460034555;0,200;;12,00;60101100;70102000;70192200;70192100;70192100;70192200;+ ECO CONTRIBUTION DE 0.25 CTS;;
REACTEUR UV 25W-60 HZ+FILTRE;60163;CODE JETLY : 498006;37005460057322;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 11W  ELECTRO + FILTRE;60163;CODE JETLY : 498001;37005460034488;;;12,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 11W-60HZ+FILTRE;60163;CODE JETLY : 498002;37005460057255;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X25W 2M3/H ELECTRO;60163;CODE JETLY : 498007;37005460034622;;;-30,00;60101100;70102000;70192200;70192100;70192100;70192200;vendu par lot de 10 indivisible;;
DISJONCTEUR PROTECT MOTEUR, 2,5-4;6077;GV2ME08;1234560063468;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
DISJONCTEUR PROTECT MOTEUR,  3 PÔLES 690 V, 24 ? 32 A TESYS;6077;GV2ME32;1234560062492;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CONTACT AUXILIAIRE À VIS, NO/NF, 2,5 A, 60 V C.C., 240 V C.A;6077;GVAE11;1234560062508;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
